id,uid,source_dataset,source_url,caption,row_idx,local_relpath
461,000000148358,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000148358.jpg,Some very cute zebras in a grassy field.,461,raw/coco/000000148358.jpg
462,000000104025,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000104025.jpg,Person riding on the back of a horse on a gravel road. ,462,raw/coco/000000104025.jpg
463,000000062790,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000062790.jpg,six different shots of horses and people standing on the street,463,raw/coco/000000062790.jpg
464,000000129637,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000129637.jpg,Horse figurines next to walk on a table.,464,raw/coco/000000129637.jpg
465,000000427438,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000427438.jpg,A herd of zebras are in a dirt area near scrub brush.,465,raw/coco/000000427438.jpg
466,000000002684,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000002684.jpg,A lot of zebras standing in the sand on a hot summer day.,466,raw/coco/000000002684.jpg
467,000000256091,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000256091.jpg,A group of zebras standing around in the desert. ,467,raw/coco/000000256091.jpg
468,000000433460,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000433460.jpg,A herd of zebras standing around on the dirt.,468,raw/coco/000000433460.jpg
469,000000307569,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000307569.jpg,Many jockies are riding horses down a beach.,469,raw/coco/000000307569.jpg
470,000000181962,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000181962.jpg,Several people are riding horses on the beach.,470,raw/coco/000000181962.jpg
471,000000120935,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000120935.jpg,A herd of zebra standing near some bushes and rocks.,471,raw/coco/000000120935.jpg
472,000000405778,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000405778.jpg,A herd of zebras is grazing in a grassy field.,472,raw/coco/000000405778.jpg
473,000000520727,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000520727.jpg,A zebra and a giraffe foraging together by some trees.,473,raw/coco/000000520727.jpg
474,000000062151,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000062151.jpg,Horses stand and drink from pond water near the road.,474,raw/coco/000000062151.jpg
475,000000353807,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000353807.jpg,A horse is attached to a carriage. ,475,raw/coco/000000353807.jpg
476,000000440329,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000440329.jpg,a man riding a bull through part of  a parking lot ,476,raw/coco/000000440329.jpg
477,000000248468,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000248468.jpg,A group of horses that are standing in the dirt.,477,raw/coco/000000248468.jpg
478,000000112085,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000112085.jpg,A man riding on the back of a wagon being pulled by two horses.,478,raw/coco/000000112085.jpg
479,000000379977,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000379977.jpg,A brown horse is walking around in the grassy mountain.,479,raw/coco/000000379977.jpg
480,000000444444,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000444444.jpg,A woman standing in front of a brown horse.,480,raw/coco/000000444444.jpg
481,000000345998,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000345998.jpg,A trainer leads a girl on horseback to a field.,481,raw/coco/000000345998.jpg
482,000000497312,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000497312.jpg,A little girl sitting on top of a brown horse.,482,raw/coco/000000497312.jpg
483,000000143769,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000143769.jpg,A brown miniature pony next to a wooden fence.,483,raw/coco/000000143769.jpg
484,000000311913,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000311913.jpg,A pair of horses running through a grassy field,484,raw/coco/000000311913.jpg
485,000000461885,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000461885.jpg,A woman riding on the back of a brown horse through a forest.,485,raw/coco/000000461885.jpg
486,000000328289,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000328289.jpg,People walking around the park with a few horses,486,raw/coco/000000328289.jpg
487,000000318671,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000318671.jpg,"A horse drawn trolly on a track, the trolly is full of people.",487,raw/coco/000000318671.jpg
488,000000031255,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000031255.jpg,Three horses are standing outside in the show.,488,raw/coco/000000031255.jpg
489,000000244575,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000244575.jpg,Two horses in a wooded area amongst bushes,489,raw/coco/000000244575.jpg
490,000000079380,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000079380.jpg,A man riding on the back of a brown horse.,490,raw/coco/000000079380.jpg
491,000000175417,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000175417.jpg,Two men riding horses at a horse racing track.,491,raw/coco/000000175417.jpg
492,000000503005,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000503005.jpg,A man riding a horse with trees and buildings in background.,492,raw/coco/000000503005.jpg
493,000000016574,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000016574.jpg,Several people dressed as knights on horses in a courtyard.,493,raw/coco/000000016574.jpg
494,000000300814,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000300814.jpg,Two adults playing a game in a arena.,494,raw/coco/000000300814.jpg
495,000000316795,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000316795.jpg,A man in black leading an all white horse,495,raw/coco/000000316795.jpg
496,000000263136,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000263136.jpg,A woman in a wedding dress standing in a field near a corn farm and holding the bridle of a cream colored horse.,496,raw/coco/000000263136.jpg
497,000000084235,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000084235.jpg,a hot dog on a bun with ketsup and lettuce on a plate,497,raw/coco/000000084235.jpg
498,000000310177,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000310177.jpg,A white plate topped with different types of foods.,498,raw/coco/000000310177.jpg
499,000000227879,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000227879.jpg,The baseball player is up to bat and ready to hit a homerun,499,raw/coco/000000227879.jpg
500,000000321079,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000321079.jpg,A plate that has food on top of it with powdered sugar.,500,raw/coco/000000321079.jpg
501,000000535668,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000535668.jpg,A baseball player bending over to hit a ball.,501,raw/coco/000000535668.jpg
502,000000375840,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000375840.jpg,A try with a banana and two oranges visible on it,502,raw/coco/000000375840.jpg
503,000000466787,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000466787.jpg,A stack of banana's sitting next  to a pear and a pile of apples.,503,raw/coco/000000466787.jpg
504,000000288403,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000288403.jpg,A group of boys playing a little league baseball game.,504,raw/coco/000000288403.jpg
505,000000147980,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000147980.jpg,A group of children playing baseball out side.,505,raw/coco/000000147980.jpg
506,000000313789,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000313789.jpg,Many calendars and bunches of bananas hanging on a wall.,506,raw/coco/000000313789.jpg
507,000000121745,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000121745.jpg,a plate that has a orange slice on it,507,raw/coco/000000121745.jpg
508,000000497006,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000497006.jpg,A display in a store filled with lots of ripe bananas.,508,raw/coco/000000497006.jpg
509,000000136501,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000136501.jpg,A baseball player with one leg kicked up preparing to throw a ball,509,raw/coco/000000136501.jpg
510,000000295589,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000295589.jpg,A man standing on a baseball field holding a catchers mitt.,510,raw/coco/000000295589.jpg
511,000000037038,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000037038.jpg,A man on water skis prepares to jump the pole,511,raw/coco/000000037038.jpg
512,000000511117,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000511117.jpg,A couple of kids standing on top of a grass covered field.,512,raw/coco/000000511117.jpg
513,000000246199,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000246199.jpg,A table topped with baskets filled with ripe bananas.,513,raw/coco/000000246199.jpg
514,000000095427,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000095427.jpg,A pile of oranges with on sliced on top.,514,raw/coco/000000095427.jpg
515,000000180800,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000180800.jpg,Plastic container filled with oranges sitting on a green shelf.,515,raw/coco/000000180800.jpg
516,000000485709,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000485709.jpg,Pitcher on a pitcher's mound throwing a baseball.,516,raw/coco/000000485709.jpg
517,000000146973,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000146973.jpg,Two white plates topped with lots of desserts.,517,raw/coco/000000146973.jpg
518,000000098590,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000098590.jpg,A couple of people in the snow on some skis.,518,raw/coco/000000098590.jpg
519,000000557360,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000557360.jpg,Some bunches of red bananas on a stalk.,519,raw/coco/000000557360.jpg
520,000000114549,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000114549.jpg,Set of bananas hanging off of a banana tree.,520,raw/coco/000000114549.jpg
521,000000376549,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000376549.jpg,A man in his skiing gear is posing for the camera. ,521,raw/coco/000000376549.jpg
522,000000536831,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000536831.jpg,A man is on the ski slope on a sunny day.,522,raw/coco/000000536831.jpg
523,000000034180,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000034180.jpg,A person wearing a banana headdress and necklace,523,raw/coco/000000034180.jpg
524,000000169802,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000169802.jpg,A man in hat made of bananas standing in room by men.,524,raw/coco/000000169802.jpg
525,000000317560,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000317560.jpg,A man wearing a hat and necklace made of bananas.,525,raw/coco/000000317560.jpg
526,000000144200,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000144200.jpg,broccoli being sauteed in a pan with a wooden spoon,526,raw/coco/000000144200.jpg
527,000000138975,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000138975.jpg,Two men in skis are standing on a ski slope.,527,raw/coco/000000138975.jpg
528,000000570465,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000570465.jpg,Several slices of bread with side salads on a table.,528,raw/coco/000000570465.jpg
529,000000094590,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000094590.jpg,A bunch of doughnuts that are on a plate.,529,raw/coco/000000094590.jpg
530,000000162827,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000162827.jpg,A white plate topped with four donuts covered in frosting.,530,raw/coco/000000162827.jpg
531,000000208663,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000208663.jpg,A meal of vegetables and seafood mixed together.,531,raw/coco/000000208663.jpg
532,000000410632,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000410632.jpg,A group of three men standing on a baseball field.,532,raw/coco/000000410632.jpg
533,000000248242,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000248242.jpg,A young child holding on to a rope and wearing a pair of skis,533,raw/coco/000000248242.jpg
534,000000010442,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000010442.jpg,there are many baseball players greeting each other on the field,534,raw/coco/000000010442.jpg
535,000000356708,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000356708.jpg,A man riding skis on top of a snow covered slope.,535,raw/coco/000000356708.jpg
536,000000419856,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000419856.jpg,a black bicycle parked near a large branch carrying bananas,536,raw/coco/000000419856.jpg
537,000000397773,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000397773.jpg,A close up of a plate of pasta containing broccoli.,537,raw/coco/000000397773.jpg
538,000000400139,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000400139.jpg,A white paint holding food that includes broccoli and meat.,538,raw/coco/000000400139.jpg
539,000000027353,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000027353.jpg,Closeup of a white plate with a maggot in a piece of broccoli.,539,raw/coco/000000027353.jpg
540,000000210103,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000210103.jpg,A bowl of various candies mixed in a red bowl.,540,raw/coco/000000210103.jpg
541,000000362368,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000362368.jpg,A small boy holding a plate of tasty looking food.,541,raw/coco/000000362368.jpg
542,000000519706,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000519706.jpg,An old woman in a flowered dress is holding a plate of bananas.,542,raw/coco/000000519706.jpg
543,000000040881,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000040881.jpg,A bowl of chicken and vegetables is shown.,543,raw/coco/000000040881.jpg
544,000000472246,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000472246.jpg,"A fork next to an apple, orange and onion.",544,raw/coco/000000472246.jpg
545,000000420229,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000420229.jpg,A person getting ready to use an apple slicer,545,raw/coco/000000420229.jpg
546,000000564659,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000564659.jpg,Three pieces of broccoli on and around a small chair.,546,raw/coco/000000564659.jpg
547,000000308026,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000308026.jpg,A skateboarder doing a trick with skyscrapers in the background.,547,raw/coco/000000308026.jpg
548,000000010142,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000010142.jpg,A man on skis posing for a photo.,548,raw/coco/000000010142.jpg
549,000000311553,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000311553.jpg,a plate of vegetables amongst bowls of rice,549,raw/coco/000000311553.jpg
550,000000016497,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000016497.jpg,A man posing for a picture while holding a skateboard.,550,raw/coco/000000016497.jpg
551,000000572051,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000572051.jpg,"A plate of pasta shells, broccoli and legumes.",551,raw/coco/000000572051.jpg
552,000000185036,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000185036.jpg,A group of people riding skis across snow covered ground.,552,raw/coco/000000185036.jpg
553,000000273045,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000273045.jpg,This is a large fish that is in an aquarium. ,553,raw/coco/000000273045.jpg
554,000000287570,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000287570.jpg,A young girl is skiing as others are far down the slope.,554,raw/coco/000000287570.jpg
555,000000140007,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000140007.jpg,A girl in the snow wearing vintage ski equipment.,555,raw/coco/000000140007.jpg
556,000000041687,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000041687.jpg,a skier and a snowboarder in front of a large house,556,raw/coco/000000041687.jpg
557,000000493868,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000493868.jpg,"A plate with broccoli down the sides and some white, rolled up things in the middle.",557,raw/coco/000000493868.jpg
558,000000119181,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000119181.jpg,Two wine glasses and bread on top of a piece of paper,558,raw/coco/000000119181.jpg
559,000000296303,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000296303.jpg,A grasshopper in a cage eating a slice of carrot.,559,raw/coco/000000296303.jpg
560,000000258516,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000258516.jpg,A cricket inside of a small cage on a table..,560,raw/coco/000000258516.jpg
561,000000341041,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000341041.jpg,A smiling young boy holds a skateboard as young men skateboard in the background.,561,raw/coco/000000341041.jpg
562,000000406404,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000406404.jpg,A black and white photo of a man in the air with his skateboard.,562,raw/coco/000000406404.jpg
563,000000560108,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000560108.jpg,A young boy with safety gear on a skate board in his backyard,563,raw/coco/000000560108.jpg
564,000000352194,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000352194.jpg,"A man is skateboarding near the parked cars, ",564,raw/coco/000000352194.jpg
565,000000216228,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000216228.jpg,A girl is skateboarding down the Hollywood walk of fame.,565,raw/coco/000000216228.jpg
566,000000143671,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000143671.jpg,A bunch of fresh carrots still covered with dirt in a basket.,566,raw/coco/000000143671.jpg
567,000000285291,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000285291.jpg,A young lady riding skis down a snow covered slope.,567,raw/coco/000000285291.jpg
568,000000064822,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000064822.jpg,The clock on the building is in the shape of a coffee cup.,568,raw/coco/000000064822.jpg
569,000000420775,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000420775.jpg,a man wearing a backpack and green jacket,569,raw/coco/000000420775.jpg
570,000000153656,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000153656.jpg,Two toothbrushes and a tube of toothpaste are in a cup.,570,raw/coco/000000153656.jpg
571,000000472854,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000472854.jpg,Two men on skateboards on  the pavement,571,raw/coco/000000472854.jpg
572,000000330835,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000330835.jpg,A person riding a skateboard down a road.,572,raw/coco/000000330835.jpg
573,000000347170,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000347170.jpg,a person riding a skate board grinding on a rail,573,raw/coco/000000347170.jpg
574,000000234572,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000234572.jpg,A person on a skateboard on the edge of a ramp.,574,raw/coco/000000234572.jpg
575,000000072944,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000072944.jpg,A small boy on a skate board on a ramp.,575,raw/coco/000000072944.jpg
576,000000383137,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000383137.jpg,"A person doing a ""Manual"" on a skateboard at night",576,raw/coco/000000383137.jpg
577,000000065415,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000065415.jpg,a lady wearing ski equipment in the snow,577,raw/coco/000000065415.jpg
578,000000204049,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000204049.jpg,a man that is standing on a snowy field,578,raw/coco/000000204049.jpg
579,000000335472,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000335472.jpg,A woman riding skis down a ski slope holding ski poles.,579,raw/coco/000000335472.jpg
580,000000234500,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000234500.jpg,A child eating a sandwich with relish on it.,580,raw/coco/000000234500.jpg
581,000000272110,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000272110.jpg,Man performing a trick on a skateboard with monochrome black and white,581,raw/coco/000000272110.jpg
582,000000577826,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000577826.jpg,Two skateboarders riding their boards on a sidewalk.,582,raw/coco/000000577826.jpg
583,000000385861,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000385861.jpg,a close up of a child eating something,583,raw/coco/000000385861.jpg
584,000000059202,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000059202.jpg,A skateboarder is near the edge of a skateboard ledge.,584,raw/coco/000000059202.jpg
585,000000383419,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000383419.jpg,A little girl sitting at a table eating a hot dog.,585,raw/coco/000000383419.jpg
586,000000041369,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000041369.jpg,A person riding down a sidewalk on a skateboard.,586,raw/coco/000000041369.jpg
587,000000262873,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000262873.jpg,A snow boarder is going down an indoor slope.,587,raw/coco/000000262873.jpg
588,000000303590,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000303590.jpg,A child sitting with container that has chips and a hot dog in it.,588,raw/coco/000000303590.jpg
589,000000483234,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000483234.jpg,A person is standing in the snow near a tree with skis and snowboards. ,589,raw/coco/000000483234.jpg
590,000000553667,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000553667.jpg,A young woman taking a bite of food,590,raw/coco/000000553667.jpg
591,000000173704,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000173704.jpg,A person standing on a street with some food.,591,raw/coco/000000173704.jpg
592,000000404243,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000404243.jpg,A display case in  a sandwich shop filled with sandwiches.,592,raw/coco/000000404243.jpg
593,000000127451,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000127451.jpg,Two men riding snowboards in a snow storm down a slope.,593,raw/coco/000000127451.jpg
594,000000109092,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000109092.jpg,A man holding a sausage dog and looking at the sausage dog,594,raw/coco/000000109092.jpg
595,000000514083,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000514083.jpg,Man on skateboard riding around a garage next to car.,595,raw/coco/000000514083.jpg
596,000000461953,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000461953.jpg,A long hot dog on a plate on a table.,596,raw/coco/000000461953.jpg
597,000000025202,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000025202.jpg,A plate has oranges and a chocolate donut.,597,raw/coco/000000025202.jpg
598,000000495107,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000495107.jpg,a boy eating a doughnut and holding a coffee cup,598,raw/coco/000000495107.jpg
599,000000413044,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000413044.jpg,The woman is eating her doughnut while sitting out on the bench. ,599,raw/coco/000000413044.jpg
600,000000399012,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000399012.jpg,"Boiled eggs, tea and donuts on a picnic table",600,raw/coco/000000399012.jpg
601,000000523772,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000523772.jpg,Closeup of a table with donuts and a red bowl.,601,raw/coco/000000523772.jpg
602,000000436795,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000436795.jpg,A man eating a hotdog in a kitchen,602,raw/coco/000000436795.jpg
603,000000413321,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000413321.jpg,An explorer or adventurer hikes in a remote area in challenging weather.,603,raw/coco/000000413321.jpg
604,000000557780,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000557780.jpg,A small dog chewing on hot dog like dog toy.,604,raw/coco/000000557780.jpg
605,000000299116,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000299116.jpg,A little girl posing for a picture while eating food.,605,raw/coco/000000299116.jpg
606,000000569839,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000569839.jpg,A little girl sitting in the middle of a restaurant and smiling for picture.,606,raw/coco/000000569839.jpg
607,000000313155,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000313155.jpg,TWO DONUTS WITH SPRINKLES ARE ON A DESK,607,raw/coco/000000313155.jpg
608,000000375521,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000375521.jpg,Two people outside in snow gear with a snowboard.,608,raw/coco/000000375521.jpg
609,000000066412,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000066412.jpg,A young boy holding a snow board and a pair of shoes.,609,raw/coco/000000066412.jpg
610,000000404464,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000404464.jpg, Persons skating in the ice skating rink on the skateboard.,610,raw/coco/000000404464.jpg
611,000000054277,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000054277.jpg,A person is seen using a snowboard on the packed snow.,611,raw/coco/000000054277.jpg
612,000000319908,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000319908.jpg,A man holds a snowboard inside a building with snow while people hang out in the background.,612,raw/coco/000000319908.jpg
613,000000188958,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000188958.jpg,A group of snowboarders standing outside a lodge,613,raw/coco/000000188958.jpg
614,000000410002,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000410002.jpg,Assortment of doughnuts and other snack items on a serving tray.,614,raw/coco/000000410002.jpg
615,000000533750,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000533750.jpg,A metal table holding two donuts covered in sprinkles.,615,raw/coco/000000533750.jpg
616,000000507065,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000507065.jpg,A little boy sitting on a wooden bench eating half a sandwich.,616,raw/coco/000000507065.jpg
617,000000540174,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000540174.jpg,A baby in a carseat eating a donut.,617,raw/coco/000000540174.jpg
618,000000446322,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000446322.jpg,A glass display of different varieties of donuts.,618,raw/coco/000000446322.jpg
619,000000415746,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000415746.jpg,Muffins and other pastries on display ground and purchase,619,raw/coco/000000415746.jpg
620,000000334686,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000334686.jpg,A little girl holding twp donuts in her hands.,620,raw/coco/000000334686.jpg
621,000000280819,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000280819.jpg,A lady sitting at an enormous dining table with lots of food.,621,raw/coco/000000280819.jpg
622,000000005754,hf://phiyodr/coco2017/default/train,http://images.cocodataset.org/train2017/000000005754.jpg,A box of donuts of different colors and varieties.,622,raw/coco/000000005754.jpg
